id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kondisi_tanaman,luas_tanaman,satuan,tahun
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TM,3959.0,HEKTAR,2016
285,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TR/TTM,71.0,HEKTAR,2016
286,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TBM,0.0,HEKTAR,2016
287,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TM,0.0,HEKTAR,2016
288,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TR/TTM,0.0,HEKTAR,2016
289,32,JAWA BARAT,3216,KABUPATEN BEKASI,TBM,0.0,HEKTAR,2016
290,32,JAWA BARAT,3216,KABUPATEN BEKASI,TM,0.0,HEKTAR,2016
291,32,JAWA BARAT,3216,KABUPATEN BEKASI,TR/TTM,0.0,HEKTAR,2016
292,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TBM,163.0,HEKTAR,2016
293,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TM,1306.0,HEKTAR,2016
294,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TR/TTM,79.0,HEKTAR,2016
295,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TBM,0.0,HEKTAR,2016
296,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TM,0.0,HEKTAR,2016
297,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TR/TTM,0.0,HEKTAR,2016
298,32,JAWA BARAT,3271,KOTA BOGOR,TBM,0.0,HEKTAR,2016
299,32,JAWA BARAT,3271,KOTA BOGOR,TM,0.0,HEKTAR,2016
300,32,JAWA BARAT,3271,KOTA BOGOR,TR/TTM,0.0,HEKTAR,2016
301,32,JAWA BARAT,3272,KOTA SUKABUMI,TBM,0.0,HEKTAR,2016
302,32,JAWA BARAT,3272,KOTA SUKABUMI,TM,0.0,HEKTAR,2016
303,32,JAWA BARAT,3272,KOTA SUKABUMI,TR/TTM,0.0,HEKTAR,2016
304,32,JAWA BARAT,3273,KOTA BANDUNG,TBM,0.0,HEKTAR,2016
305,32,JAWA BARAT,3273,KOTA BANDUNG,TM,0.0,HEKTAR,2016
306,32,JAWA BARAT,3273,KOTA BANDUNG,TR/TTM,0.0,HEKTAR,2016
307,32,JAWA BARAT,3274,KOTA CIREBON,TBM,0.0,HEKTAR,2016
308,32,JAWA BARAT,3274,KOTA CIREBON,TM,0.0,HEKTAR,2016
309,32,JAWA BARAT,3274,KOTA CIREBON,TR/TTM,0.0,HEKTAR,2016
310,32,JAWA BARAT,3275,KOTA BEKASI,TBM,0.0,HEKTAR,2016
311,32,JAWA BARAT,3275,KOTA BEKASI,TM,0.0,HEKTAR,2016
312,32,JAWA BARAT,3275,KOTA BEKASI,TR/TTM,0.0,HEKTAR,2016
313,32,JAWA BARAT,3276,KOTA DEPOK,TBM,0.0,HEKTAR,2016
314,32,JAWA BARAT,3276,KOTA DEPOK,TM,0.0,HEKTAR,2016
315,32,JAWA BARAT,3276,KOTA DEPOK,TR/TTM,0.0,HEKTAR,2016
316,32,JAWA BARAT,3277,KOTA CIMAHI,TBM,0.0,HEKTAR,2016
317,32,JAWA BARAT,3277,KOTA CIMAHI,TM,0.0,HEKTAR,2016
318,32,JAWA BARAT,3277,KOTA CIMAHI,TR/TTM,0.0,HEKTAR,2016
319,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TBM,0.0,HEKTAR,2016
320,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TM,0.0,HEKTAR,2016
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TR/TTM,0.0,HEKTAR,2016
322,32,JAWA BARAT,3279,KOTA BANJAR,TBM,0.0,HEKTAR,2016
323,32,JAWA BARAT,3279,KOTA BANJAR,TM,0.0,HEKTAR,2016
324,32,JAWA BARAT,3279,KOTA BANJAR,TR/TTM,0.0,HEKTAR,2016
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,TBM,0.0,HEKTAR,2017
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,TM,36.0,HEKTAR,2017
327,32,JAWA BARAT,3201,KABUPATEN BOGOR,TR/TTM,5.0,HEKTAR,2017
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TBM,254.0,HEKTAR,2017
329,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TM,2795.0,HEKTAR,2017
330,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TR/TTM,5268.0,HEKTAR,2017
331,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TBM,1496.0,HEKTAR,2017
332,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TM,7729.0,HEKTAR,2017
333,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TR/TTM,5402.0,HEKTAR,2017
334,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TBM,0.0,HEKTAR,2017
335,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TM,1652.0,HEKTAR,2017
336,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TR/TTM,49.0,HEKTAR,2017
337,32,JAWA BARAT,3205,KABUPATEN GARUT,TBM,369.0,HEKTAR,2017
338,32,JAWA BARAT,3205,KABUPATEN GARUT,TM,2261.0,HEKTAR,2017
339,32,JAWA BARAT,3205,KABUPATEN GARUT,TR/TTM,496.0,HEKTAR,2017
340,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TBM,252.0,HEKTAR,2017
341,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TM,6662.0,HEKTAR,2017
342,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TR/TTM,2198.0,HEKTAR,2017
343,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TBM,0.0,HEKTAR,2017
344,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TM,87.0,HEKTAR,2017
345,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TR/TTM,87.0,HEKTAR,2017
346,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TBM,0.0,HEKTAR,2017
347,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TM,0.0,HEKTAR,2017
348,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TR/TTM,0.0,HEKTAR,2017
349,32,JAWA BARAT,3209,KABUPATEN CIREBON,TBM,0.0,HEKTAR,2017
350,32,JAWA BARAT,3209,KABUPATEN CIREBON,TM,0.0,HEKTAR,2017
351,32,JAWA BARAT,3209,KABUPATEN CIREBON,TR/TTM,0.0,HEKTAR,2017
352,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TBM,145.0,HEKTAR,2017
353,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TM,275.0,HEKTAR,2017
354,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TR/TTM,253.0,HEKTAR,2017
355,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TBM,20.0,HEKTAR,2017
356,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TM,325.0,HEKTAR,2017
357,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TR/TTM,180.0,HEKTAR,2017
358,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TBM,0.0,HEKTAR,2017
359,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TM,0.0,HEKTAR,2017
360,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TR/TTM,0.0,HEKTAR,2017
361,32,JAWA BARAT,3213,KABUPATEN SUBANG,TBM,74.0,HEKTAR,2017
362,32,JAWA BARAT,3213,KABUPATEN SUBANG,TM,385.0,HEKTAR,2017
363,32,JAWA BARAT,3213,KABUPATEN SUBANG,TR/TTM,84.0,HEKTAR,2017
364,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TBM,431.0,HEKTAR,2017
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TM,3890.0,HEKTAR,2017
366,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TR/TTM,184.0,HEKTAR,2017
367,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TBM,0.0,HEKTAR,2017
368,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TM,0.0,HEKTAR,2017
369,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TR/TTM,0.0,HEKTAR,2017
370,32,JAWA BARAT,3216,KABUPATEN BEKASI,TBM,0.0,HEKTAR,2017
371,32,JAWA BARAT,3216,KABUPATEN BEKASI,TM,0.0,HEKTAR,2017
372,32,JAWA BARAT,3216,KABUPATEN BEKASI,TR/TTM,0.0,HEKTAR,2017
373,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TBM,401.0,HEKTAR,2017
374,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TM,1357.0,HEKTAR,2017
375,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TR/TTM,103.0,HEKTAR,2017
376,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TBM,0.0,HEKTAR,2017
377,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TM,0.0,HEKTAR,2017
378,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TR/TTM,0.0,HEKTAR,2017
379,32,JAWA BARAT,3271,KOTA BOGOR,TBM,0.0,HEKTAR,2017
380,32,JAWA BARAT,3271,KOTA BOGOR,TM,0.0,HEKTAR,2017
381,32,JAWA BARAT,3271,KOTA BOGOR,TR/TTM,0.0,HEKTAR,2017
382,32,JAWA BARAT,3272,KOTA SUKABUMI,TBM,0.0,HEKTAR,2017
383,32,JAWA BARAT,3272,KOTA SUKABUMI,TM,0.0,HEKTAR,2017
384,32,JAWA BARAT,3272,KOTA SUKABUMI,TR/TTM,0.0,HEKTAR,2017
385,32,JAWA BARAT,3273,KOTA BANDUNG,TBM,0.0,HEKTAR,2017
386,32,JAWA BARAT,3273,KOTA BANDUNG,TM,0.0,HEKTAR,2017
387,32,JAWA BARAT,3273,KOTA BANDUNG,TR/TTM,0.0,HEKTAR,2017
388,32,JAWA BARAT,3274,KOTA CIREBON,TBM,0.0,HEKTAR,2017
389,32,JAWA BARAT,3274,KOTA CIREBON,TM,0.0,HEKTAR,2017
390,32,JAWA BARAT,3274,KOTA CIREBON,TR/TTM,0.0,HEKTAR,2017
391,32,JAWA BARAT,3275,KOTA BEKASI,TBM,0.0,HEKTAR,2017
392,32,JAWA BARAT,3275,KOTA BEKASI,TM,0.0,HEKTAR,2017
393,32,JAWA BARAT,3275,KOTA BEKASI,TR/TTM,0.0,HEKTAR,2017
394,32,JAWA BARAT,3276,KOTA DEPOK,TBM,0.0,HEKTAR,2017
395,32,JAWA BARAT,3276,KOTA DEPOK,TM,0.0,HEKTAR,2017
396,32,JAWA BARAT,3276,KOTA DEPOK,TR/TTM,0.0,HEKTAR,2017
397,32,JAWA BARAT,3277,KOTA CIMAHI,TBM,0.0,HEKTAR,2017
398,32,JAWA BARAT,3277,KOTA CIMAHI,TM,0.0,HEKTAR,2017
399,32,JAWA BARAT,3277,KOTA CIMAHI,TR/TTM,0.0,HEKTAR,2017
400,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TBM,0.0,HEKTAR,2017
401,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TM,0.0,HEKTAR,2017
402,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TR/TTM,0.0,HEKTAR,2017
403,32,JAWA BARAT,3279,KOTA BANJAR,TBM,0.0,HEKTAR,2017
404,32,JAWA BARAT,3279,KOTA BANJAR,TM,0.0,HEKTAR,2017
405,32,JAWA BARAT,3279,KOTA BANJAR,TR/TTM,0.0,HEKTAR,2017
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,TBM,2.0,HEKTAR,2018
407,32,JAWA BARAT,3201,KABUPATEN BOGOR,TM,35.0,HEKTAR,2018
408,32,JAWA BARAT,3201,KABUPATEN BOGOR,TR/TTM,5.0,HEKTAR,2018
409,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TBM,254.0,HEKTAR,2018
410,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TM,2795.0,HEKTAR,2018
411,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TR/TTM,5268.0,HEKTAR,2018
412,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TBM,1418.0,HEKTAR,2018
413,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TM,8057.0,HEKTAR,2018
414,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TR/TTM,5152.0,HEKTAR,2018
415,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TBM,0.0,HEKTAR,2018
416,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TM,1652.0,HEKTAR,2018
417,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TR/TTM,49.0,HEKTAR,2018
418,32,JAWA BARAT,3205,KABUPATEN GARUT,TBM,369.0,HEKTAR,2018
419,32,JAWA BARAT,3205,KABUPATEN GARUT,TM,2261.0,HEKTAR,2018
420,32,JAWA BARAT,3205,KABUPATEN GARUT,TR/TTM,496.0,HEKTAR,2018
421,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TBM,252.0,HEKTAR,2018
422,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TM,6662.0,HEKTAR,2018
423,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TR/TTM,2148.0,HEKTAR,2018
424,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TBM,0.0,HEKTAR,2018
425,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TM,87.0,HEKTAR,2018
426,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TR/TTM,87.0,HEKTAR,2018
427,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TBM,0.0,HEKTAR,2018
428,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TM,0.0,HEKTAR,2018
429,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TR/TTM,0.0,HEKTAR,2018
430,32,JAWA BARAT,3209,KABUPATEN CIREBON,TBM,0.0,HEKTAR,2018
431,32,JAWA BARAT,3209,KABUPATEN CIREBON,TM,0.0,HEKTAR,2018
432,32,JAWA BARAT,3209,KABUPATEN CIREBON,TR/TTM,0.0,HEKTAR,2018
433,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TBM,145.0,HEKTAR,2018
434,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TM,275.0,HEKTAR,2018
435,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TR/TTM,253.0,HEKTAR,2018
436,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TBM,20.0,HEKTAR,2018
437,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TM,325.0,HEKTAR,2018
438,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TR/TTM,180.0,HEKTAR,2018
439,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TBM,0.0,HEKTAR,2018
440,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TM,0.0,HEKTAR,2018
441,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TR/TTM,0.0,HEKTAR,2018
442,32,JAWA BARAT,3213,KABUPATEN SUBANG,TBM,74.0,HEKTAR,2018
443,32,JAWA BARAT,3213,KABUPATEN SUBANG,TM,385.0,HEKTAR,2018
444,32,JAWA BARAT,3213,KABUPATEN SUBANG,TR/TTM,84.0,HEKTAR,2018
445,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TBM,431.0,HEKTAR,2018
446,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TM,3890.0,HEKTAR,2018
447,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TR/TTM,184.0,HEKTAR,2018
448,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TBM,0.0,HEKTAR,2018
449,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TM,0.0,HEKTAR,2018
450,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TR/TTM,0.0,HEKTAR,2018
451,32,JAWA BARAT,3216,KABUPATEN BEKASI,TBM,0.0,HEKTAR,2018
452,32,JAWA BARAT,3216,KABUPATEN BEKASI,TM,0.0,HEKTAR,2018
453,32,JAWA BARAT,3216,KABUPATEN BEKASI,TR/TTM,0.0,HEKTAR,2018
454,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TBM,424.0,HEKTAR,2018
455,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TM,1404.0,HEKTAR,2018
456,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TR/TTM,47.0,HEKTAR,2018
457,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TBM,0.0,HEKTAR,2018
458,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TM,0.0,HEKTAR,2018
459,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TR/TTM,0.0,HEKTAR,2018
460,32,JAWA BARAT,3271,KOTA BOGOR,TBM,0.0,HEKTAR,2018
461,32,JAWA BARAT,3271,KOTA BOGOR,TM,0.0,HEKTAR,2018
462,32,JAWA BARAT,3271,KOTA BOGOR,TR/TTM,0.0,HEKTAR,2018
463,32,JAWA BARAT,3272,KOTA SUKABUMI,TBM,0.0,HEKTAR,2018
464,32,JAWA BARAT,3272,KOTA SUKABUMI,TM,0.0,HEKTAR,2018
465,32,JAWA BARAT,3272,KOTA SUKABUMI,TR/TTM,0.0,HEKTAR,2018
466,32,JAWA BARAT,3273,KOTA BANDUNG,TBM,0.0,HEKTAR,2018
467,32,JAWA BARAT,3273,KOTA BANDUNG,TM,0.0,HEKTAR,2018
468,32,JAWA BARAT,3273,KOTA BANDUNG,TR/TTM,0.0,HEKTAR,2018
469,32,JAWA BARAT,3274,KOTA CIREBON,TBM,0.0,HEKTAR,2018
470,32,JAWA BARAT,3274,KOTA CIREBON,TM,0.0,HEKTAR,2018
471,32,JAWA BARAT,3274,KOTA CIREBON,TR/TTM,0.0,HEKTAR,2018
472,32,JAWA BARAT,3275,KOTA BEKASI,TBM,0.0,HEKTAR,2018
473,32,JAWA BARAT,3275,KOTA BEKASI,TM,0.0,HEKTAR,2018
474,32,JAWA BARAT,3275,KOTA BEKASI,TR/TTM,0.0,HEKTAR,2018
475,32,JAWA BARAT,3276,KOTA DEPOK,TBM,0.0,HEKTAR,2018
476,32,JAWA BARAT,3276,KOTA DEPOK,TM,0.0,HEKTAR,2018
477,32,JAWA BARAT,3276,KOTA DEPOK,TR/TTM,0.0,HEKTAR,2018
478,32,JAWA BARAT,3277,KOTA CIMAHI,TBM,0.0,HEKTAR,2018
479,32,JAWA BARAT,3277,KOTA CIMAHI,TM,0.0,HEKTAR,2018
480,32,JAWA BARAT,3277,KOTA CIMAHI,TR/TTM,0.0,HEKTAR,2018
481,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TBM,0.0,HEKTAR,2018
482,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TM,0.0,HEKTAR,2018
483,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TR/TTM,0.0,HEKTAR,2018
484,32,JAWA BARAT,3279,KOTA BANJAR,TBM,0.0,HEKTAR,2018
485,32,JAWA BARAT,3279,KOTA BANJAR,TM,0.0,HEKTAR,2018
486,32,JAWA BARAT,3279,KOTA BANJAR,TR/TTM,0.0,HEKTAR,2018
487,32,JAWA BARAT,3201,KABUPATEN BOGOR,TBM,2.0,HEKTAR,2019
488,32,JAWA BARAT,3201,KABUPATEN BOGOR,TM,12.0,HEKTAR,2019
489,32,JAWA BARAT,3201,KABUPATEN BOGOR,TR/TTM,25.0,HEKTAR,2019
490,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TBM,94.0,HEKTAR,2019
491,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TM,2965.0,HEKTAR,2019
492,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TR/TTM,5268.0,HEKTAR,2019
493,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TBM,1298.0,HEKTAR,2019
494,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TM,8072.0,HEKTAR,2019
495,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TR/TTM,5257.0,HEKTAR,2019
496,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TBM,0.0,HEKTAR,2019
497,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TM,1652.0,HEKTAR,2019
498,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TR/TTM,49.0,HEKTAR,2019
499,32,JAWA BARAT,3205,KABUPATEN GARUT,TBM,361.0,HEKTAR,2019
500,32,JAWA BARAT,3205,KABUPATEN GARUT,TM,2261.0,HEKTAR,2019
501,32,JAWA BARAT,3205,KABUPATEN GARUT,TR/TTM,503.0,HEKTAR,2019
502,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TBM,252.0,HEKTAR,2019
503,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TM,6662.0,HEKTAR,2019
504,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TR/TTM,2148.0,HEKTAR,2019
505,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TBM,0.0,HEKTAR,2019
506,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TM,83.0,HEKTAR,2019
507,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TR/TTM,91.0,HEKTAR,2019
508,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TBM,0.0,HEKTAR,2019
509,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TM,0.0,HEKTAR,2019
510,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TR/TTM,0.0,HEKTAR,2019
511,32,JAWA BARAT,3209,KABUPATEN CIREBON,TBM,0.0,HEKTAR,2019
512,32,JAWA BARAT,3209,KABUPATEN CIREBON,TM,0.0,HEKTAR,2019
513,32,JAWA BARAT,3209,KABUPATEN CIREBON,TR/TTM,0.0,HEKTAR,2019
514,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TBM,145.0,HEKTAR,2019
515,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TM,275.0,HEKTAR,2019
516,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TR/TTM,253.0,HEKTAR,2019
517,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TBM,19.0,HEKTAR,2019
518,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TM,326.0,HEKTAR,2019
519,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TR/TTM,180.0,HEKTAR,2019
520,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TBM,0.0,HEKTAR,2019
521,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TM,0.0,HEKTAR,2019
522,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TR/TTM,0.0,HEKTAR,2019
523,32,JAWA BARAT,3213,KABUPATEN SUBANG,TBM,79.0,HEKTAR,2019
524,32,JAWA BARAT,3213,KABUPATEN SUBANG,TM,385.0,HEKTAR,2019
525,32,JAWA BARAT,3213,KABUPATEN SUBANG,TR/TTM,84.0,HEKTAR,2019
526,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TBM,437.0,HEKTAR,2019
527,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TM,3288.0,HEKTAR,2019
528,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TR/TTM,783.0,HEKTAR,2019
529,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TBM,0.0,HEKTAR,2019
530,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TM,0.0,HEKTAR,2019
531,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TR/TTM,0.0,HEKTAR,2019
532,32,JAWA BARAT,3216,KABUPATEN BEKASI,TBM,0.0,HEKTAR,2019
533,32,JAWA BARAT,3216,KABUPATEN BEKASI,TM,0.0,HEKTAR,2019
534,32,JAWA BARAT,3216,KABUPATEN BEKASI,TR/TTM,0.0,HEKTAR,2019
535,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TBM,389.0,HEKTAR,2019
536,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TM,1440.0,HEKTAR,2019
537,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TR/TTM,103.0,HEKTAR,2019
538,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TBM,0.0,HEKTAR,2019
539,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TM,0.0,HEKTAR,2019
540,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TR/TTM,0.0,HEKTAR,2019
541,32,JAWA BARAT,3271,KOTA BOGOR,TBM,0.0,HEKTAR,2019
542,32,JAWA BARAT,3271,KOTA BOGOR,TM,0.0,HEKTAR,2019
543,32,JAWA BARAT,3271,KOTA BOGOR,TR/TTM,0.0,HEKTAR,2019
544,32,JAWA BARAT,3272,KOTA SUKABUMI,TBM,0.0,HEKTAR,2019
545,32,JAWA BARAT,3272,KOTA SUKABUMI,TM,0.0,HEKTAR,2019
546,32,JAWA BARAT,3272,KOTA SUKABUMI,TR/TTM,0.0,HEKTAR,2019
547,32,JAWA BARAT,3273,KOTA BANDUNG,TBM,0.0,HEKTAR,2019
548,32,JAWA BARAT,3273,KOTA BANDUNG,TM,0.0,HEKTAR,2019
549,32,JAWA BARAT,3273,KOTA BANDUNG,TR/TTM,0.0,HEKTAR,2019
550,32,JAWA BARAT,3274,KOTA CIREBON,TBM,0.0,HEKTAR,2019
551,32,JAWA BARAT,3274,KOTA CIREBON,TM,0.0,HEKTAR,2019
552,32,JAWA BARAT,3274,KOTA CIREBON,TR/TTM,0.0,HEKTAR,2019
553,32,JAWA BARAT,3275,KOTA BEKASI,TBM,0.0,HEKTAR,2019
554,32,JAWA BARAT,3275,KOTA BEKASI,TM,0.0,HEKTAR,2019
555,32,JAWA BARAT,3275,KOTA BEKASI,TR/TTM,0.0,HEKTAR,2019
556,32,JAWA BARAT,3276,KOTA DEPOK,TBM,0.0,HEKTAR,2019
557,32,JAWA BARAT,3276,KOTA DEPOK,TM,0.0,HEKTAR,2019
558,32,JAWA BARAT,3276,KOTA DEPOK,TR/TTM,0.0,HEKTAR,2019
559,32,JAWA BARAT,3277,KOTA CIMAHI,TBM,0.0,HEKTAR,2019
560,32,JAWA BARAT,3277,KOTA CIMAHI,TM,0.0,HEKTAR,2019
561,32,JAWA BARAT,3277,KOTA CIMAHI,TR/TTM,0.0,HEKTAR,2019
562,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TBM,0.0,HEKTAR,2019
563,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TM,0.0,HEKTAR,2019
564,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TR/TTM,0.0,HEKTAR,2019
565,32,JAWA BARAT,3279,KOTA BANJAR,TBM,0.0,HEKTAR,2019
566,32,JAWA BARAT,3279,KOTA BANJAR,TM,0.0,HEKTAR,2019
567,32,JAWA BARAT,3279,KOTA BANJAR,TR/TTM,0.0,HEKTAR,2019
568,32,JAWA BARAT,3201,KABUPATEN BOGOR,TBM,0.0,HEKTAR,2020
569,32,JAWA BARAT,3201,KABUPATEN BOGOR,TM,6.0,HEKTAR,2020
570,32,JAWA BARAT,3201,KABUPATEN BOGOR,TR/TTM,9.0,HEKTAR,2020
571,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TBM,97.0,HEKTAR,2020
572,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TM,2965.0,HEKTAR,2020
